namespace,key,en,fr,es,it,de
,2D48E1124D4734E5A120298EBAAC5439,<Header>Header</>,<Header>En-tête</>,<Header>Cabecera</>,<Header>Intestazione</>,<Header>Überschrift</>
,873E7DDD4A93D44F1E4DFA8DAD2A676D,<Header>Header</>,<Header>En-tête</>,<Header>Cabecera</>,<Header>Intestazione</>,<Header>Überschrift</>
,ABFEE87B4990D95C13CEA9A8C453B46A,<Header>Healing Flasks</>,<Header>Gourdes de PV</>,<Header>Frascos curativos</>,<Header>Boccette curative</>,<Header>Heilfläschchen</>
,744A0C4142C262DD6E3180BFD67E4E54,<Header>Heavy Attack</>,<Header>Attaque lourde</>,<Header>Ataque pesado</>,<Header>Attacco pesante</>,<Header>Schwerer Angriff</>
,500D0BA74B77212C0BA086AE107E08F1,<Header>Jump</>,<Header>Sauter</>,<Header>Saltar</>,<Header>Salto</>,<Header>Springen</>
,9C2B1E8C4C4D382F29226C9418D8A6BC,<Header>Leveling Up</>,<Header>Augmentation de niveau</>,<Header>Subiendo de nivel</>,<Header>Salire di livello</>,<Header>Levelaufstieg</>
,DA7068A247BD73EC700A20861A6E65DE,<Header>Librarian</>,<Header>Bibliothécaire</>,<Header>Bibliotecaria</>,<Header>Bibliotecaria</>,<Header>Bibliothekarin</>
,49BEEC6540F82157696E738C57EDBF7B,<Header>Light Attack</>,<Header>Attaque légère</>,<Header>Ataque ligero</>,<Header>Attacco leggero</>,<Header>Leichter Angriff</>
,3C07DC1543BF12A27040F4B6A86A6437,<Header>Limited Lives and Weakened Nephilim</>,<Header>Vies limitées et Nephilim affaibli</>,<Header>Vidas limitadas y Nefilim debilitados</>,<Header>Vite limitate e Nefilim indeboliti</>,<Header>Begrenzte LP und geschwächte Nephilim</>
,CAD3C32F4976F4B7FD48BBBB00D3B21A,<Header>Loadout</>,<Header>Équipement de départ</>,<Header>Equipamiento</>,<Header>Equipaggiamento</>,<Header>Ausstattung</>
,7F32895E4223508498FBF5A0AD29F29F,<Header>Lock On To Target</>,<Header>Verrouiller la cible</>,<Header>Fijar objetivo</>,<Header>Aggancia il bersaglio</>,<Header>Ziel anvisieren</>
,538F57F4432BED551625A49EEF636553,<Header>Lore Library</>,<Header>Bibliothèque de connaissances</>,<Header>Biblioteca del saber sagrado</>,<Header>Biblioteca storica</>,<Header>Bibliothek der Überlieferungen</>
,85DD749D49D79E9847479EBDDCA1AABC,<Header>Merchant</>,<Header>Marchand</>,<Header>Comerciante</>,<Header>Mercante</>,<Header>Händler</>
,5705AE464BD87A85727549996A598620,<Header>Move and Look</>,<Header>Se déplacer et regarder</>,<Header>Muévete y mira</>,<Header>Muoviti e guarda</>,<Header>Bewege dich und schaue dich um</>
,A96CECDE454AF3A8A49F06BC6D481620,<Header>Multiplayer Unlocked!</>,<Header>Multijoueur déverrouillé !</>,<Header>¡Multijugador desbloqueado!</>,<Header>Multigiocatore sbloccato!</>,<Header>Mehrspielermodus freigeschaltet!</>
,2651BDE84E4730D6B05543BC6C746FF7,<Header>Nexus Gate Objectives</>,<Header>Objectifs du portail de nexus</>,<Header>Objetivos de la Puerta del Nexo</>,<Header>Obiettivi del portale del nexus</>,<Header>Nexus-Tor-Ziele</>
,D06F68B84F84710D1F4DFA9430364CD1,<Header>Parry and Unblockable Attacks</>,<Header>Parade et attaques imblocables</>,<Header>Desvío y ataques imposibles de bloquear</>,<Header>Parata e attacchi imbloccabili</>,<Header>Parade und unblockbare Angriffe</>
,2545B95F4CE8C0E255B1E3B61F85EBC5,<Header>Parry</>,<Header>Parrade</>,<Header>Desvío</>,<Header>Parata</>,<Header>Parade</>
,6C7CCEC641160994FE8035AB151800B3,<Header>Purified Items</>,<Header>Objets purifiés</>,<Header>Objetos purificados</>,<Header>Oggetti purificati</>,<Header>Geläuterte Gegenstände</>
,4564896040880D63C2DB559FEF53330C,<Header>Quests</>,<Header>Quêtes</>,<Header>Misiones</>,<Header>Missioni</>,<Header>Aufträge</>
,4FC47EE640479E20F5A53D9A85EB0548,<Header>Sprint</>,<Header>Courir</>,<Header>Correr</>,<Header>Scatto</>,<Header>Sprint</>
,F6D6690140245A5858380B8D2454EFCE,<Header>Stamina Management</>,<Header>Gestion de l’endurance</>,<Header>Gestión del vigor</>,<Header>Gestione della forza</>,<Header>Ausdauermanagement</>
,0181ADCC452ED28676700DB509BCD7E0,<Header>Status Effects</>,<Header>Effets d’état</>,<Header>Efectos de estado</>,<Header>Effetti di stato</>,<Header>Statuseffekte</>
,860020824D396F69030C35BF1517BACA,<Header>Swap Weapons</>,<Header>Changer d’arme</>,<Header>Cambiar de arma</>,<Header>Scambia armi</>,<Header>Waffen wechseln</>
,470FB78E4EDEECB5ADDB8BA9C9A5C48F,<Header>Switch Lock On Targets</>,<Header>Changer de cible verrouillée</>,<Header>Cambiar el objetivo fijado</>,<Header>Attiva l'aggancio dei bersagli</>,<Header>Ziel wechseln</>
,6B4DB16A4BE22660EFC69FABB8D36CE9,<Header>Upgrading Equipment</>,<Header>Améliorer l’équipement</>,<Header>Mejora del equipo</>,<Header>Miglioramento dell'equipaggiamento</>,<Header>Ausrüstung wird aufgewertet</>
,305CEE784A156C1C040F3D957BADA9F3,<IA_DownSkip/> Die and Revive ,<IA_DownSkip/> Mourir et ressusciter,<IA_DownSkip/> Muere y revive,<IA_DownSkip/> Muori e torna in vita,<IA_DownSkip/> Sterben und Wiederbeleben
,DDFC54A647E1138E13E1E0A6983D00C0,=======================,=======================,=======================,=======================,=======================
,7FD4F22C49CECD9CB19929B5BA913CC4,>,>,>,>,>
,9F05639341E338890613C0A3E677AFF2,A,A,A,A,A
,D660D54245B404A644D83C99A14D06CD,A,A,A,A,A
,D3D6EC034FF412D7BEF798908130F604,A Bounty for Death Knights,Une prime pour les chevaliers de la mort,Una recompensa por los Caballeros de la Muerte,Una taglia per i cavalieri della morte,Eine Belohnung für Todesritter
,3170E6FA459428B50E26E19460168498,A Bounty for Feral Vampires,Une prime pour les vampires sauvages,Una recompensa por vampiros salvajes,Una taglia per i vampiri selvaggi,Ein Kopfgeld auf Verwilderte Vampire
,5CA41CC04D6CEB6154844C80259260E6,A Bounty for Undead Brutes,Une prime pour les brutes morts-vivantes,Una recompensa por brutos no muertos,Una taglia per i bruti non-morti,Ein Kopfgeld auf Untote Kolosse
,FFEAA50B4D310F4DC86DD68392F01FB2,A Bounty for Undead Captains,Une prime pour les capitaines morts-vivants,Recompensa por Capitanes no Muertos,Una taglia per i capitani non-morti,Ein Kopfgeld auf Untote Hauptmänner
,84BF294F405F5704E18716AE0B145622,A Corpse Bloom affected by residual cursed energy.,Une fleur de cadavre imprégnée d'énergie maudite résiduelle.,Una flor cadavérica afectada por energía residual maldita.,Un fiore putrido affetto da un residuo di energia maledetta.,"Eine Leichenblüte, betroffen von verbliebener verfluchter Energie."
,679A1E4A46FAFB848BEB8796806CDFC9,"A calcified cluster of Anima, often mistaken for a simple stone. This rock brims with life in the hands of a Nephilim and seeps its essence into their soul.The calcification of Anima is a somber affair, only rested its fate by the hands of a Nephilim.","Un amas calcifié d’anima, souvent pris pour un simple caillou. Cette pierre s'anime peu à peu entre les mains d'un Nephilim et imprègne son âme de son essence. La calcification de l’anima est une affaire sinistre, son sort ne reposant qu’entre les mains d'un Nephilim.","Un racimo calcificado de Anima, a menudo confundido con una simple piedra. Esta roca rebosa de vida en las manos de un Nefilim y filtra su esencia en su alma. La calcificación de Anima es un asunto sombrío, cuyo destino solo se decide por las manos de un Nefilim.","Un agglomerato calcificato di animum, spesso scambiato per una semplice pietra. Questa roccia si anima nelle mani di un Nefilim e infonde la sua essenza nella sua anima. La calcificazione dell'animum è un evento tetro, il cui destino è segnato solo dalle mani di un Nefilim.","Ein Klumpen verkalktes Anima, der oft für einen gewöhnlichen Stein gehalten wird. Dieser Brocken beginnt in den Händen eines Nephilim langsam vor Leben zu pulsieren und sickert mit seiner Essenz in dessen Seele. Die Verkalkung von Anima ist eine düstere Angelegenheit, deren Schicksal nur durch die Hände eines Nephilim zur Ruhe gebracht werden kann."
,906F153A419D32AB45A4F1B0E1B29883,A common curative.,Un remède ordinaire.,Una cura común.,Un rimedio curativo comune.,Ein gewöhnliches Heilmittel.
,1694CA224216AA4831AB45BB85429CBD,"A little calcified cluster of Anima, often mistaken for a simple stone. This rock slowly brims with life in the hands of a Nephilim and seeps its essence into their soul. Its power is but an echo which remains unheard by most.","Un petit amas calcifié d'anima, souvent pris pour un simple caillou. Cette pierre s'anime peu à peu entre les mains d'un Nephilim et imprègne son âme de son essence. Son pouvoir n'est qu'un écho qui reste inaudible pour la plupart.","Un pequeño racimo calcificado de Anima, que a menudo se confunde con una simple piedra. Esta roca se va llenando lentamente de vida en las manos de un Nefilim y va filtrando su esencia en su alma. Su poder no es más que un eco que pasa desapercibido para la mayoría.","Un piccolo agglomerato calcificato di animum, spesso scambiato per una semplice pietra. Questa roccia si anima lentamente nelle mani di un Nefilim e infonde la sua essenza nella sua anima. Il suo potere non è altro che un'eco che rimane inudita dalla maggior parte delle persone.","Ein kleiner Klumpen verkalktes Anima, der oft für einen gewöhnlichen Stein gehalten wird. Dieser Brocken beginnt in den Händen eines Nephilim langsam vor Leben zu pulsieren und sickert mit seiner Essenz in dessen Seele. Seine Kraft ist nichts weiter als ein Echo, das von den meisten ungehört bleibt."
,D16A1D0148C6A17D3301CE8EB04E962A,A mighty artifact forged in secret,Un puissant artéfact forgé dans le plus grand secret,Un poderoso artefacto forjado en secreto,Un potente artefatto forgiato in segreto,Ein heimlich geschmiedetes mächtiges Artefakt
,AD96D63245B51B7B73BF81A3699BBF38,A new controller has been detected,Une nouvelle manette a été détectée,Se ha detectado un nuevo control,È stato rilevato un nuovo controller,Ein neuer Controller wurde erkannt
,B71BEEF4451F6901373C4EA791B2A618,A objective description that tells the player what to do,A objective description that tells the player what to do,A objective description that tells the player what to do,A objective description that tells the player what to do,A objective description that tells the player what to do
,6E05DC404A90D657780F338DF08F6587,A objective description that tells the player what to do a bababa dada boop a loop with stuff,A objective description that tells the player what to do,Una descripción objetiva que le indica al jugador qué hacer,A objective description that tells the player what to do,"Eine Zielbeschreibung, die dem Spieler erklärt, was zu tun ist."
,F990A2A64898539417A0D2B2DFD77180,A pungent fruiting body that sprouts from the decomposing organic material that makes up the Hellgrowth. The alluring and bewitching fauna that emerges from the Hellgrowth is alien to the realm of the Eden. Proving itself invaluable as exotic alchemical ingredient.,"Un corps fructifère à l’odeur âcre qui germe à partir de la matière organique en décomposition qui compose le chancre chtonien. La faune séduisante et envoûtante qui émerge du chancre est étrangère au royaume d’Éden, s’avérant inestimable en tant qu’ingrédient alchimique exotique.",Un cuerpo fructífero de olor penetrante que brota de la materia orgánica en descomposición que conforma el Creceinfernal. La fauna seductora y hechizante que emerge del Creceinfernal es ajena al reino del Edén. Sus propiedades la convierten en un ingrediente alquímico exótico de gran valor.,Un corpo fruttifero dall'odore pungente che spunta dalla materia organica in decomposizione che compone l'Inferius. La fauna seducente e ammaliante che emerge dall'Inferius è estranea al regno dell'Eden. Si rivela preziosa come ingrediente alchemico esotico.,"Ein Fruchtkörper mit stechendem Geruch, der aus dem verwesenden organischen Material sprießt, aus der Höllenwucherung besteht. Die verlockende und betörende Flora, die aus der Höllenwucherung hervorgeht, ist dem Reich Eden fremd. Sie erweist sich als unschätzbar wertvolle exotische alchemistische Zutat."
,65188E5441B1DF6219B8F5B6ED37E314,A request to acquire purified demon blood for the Blacksmith,Une requête consistant à obtenir du sang de démon purifié pour le forgeron,Una solicitud para adquirir sangre de demonio purificada para el herrero,Una richiesta per procurare sangue demoniaco purificato per il fabbro,"Eine Anfrage, geläutertes Dämonenblut für den Schmied zu beschaffen"
,3B4C3AB44CA9D9BBDE80DB980963C10A,A ring granting the Aegis of Frost and Guard of Grace boons.,Un anneau qui accorde les bienfaits Égide de givre et Garde de grâce.,Un anillo que otorga las bendiciones Égida de Escarcha y Guarda de la Gracia.,Un anello che conferisce le benedizioni dell'egida del gelo e della guardia della grazia.,"Ein Ring, der die Segen „Frostägide“ und „Wächter der Gnade“ gewährt."
,CCEBF03845068B1F3369D49C7CF95E56,A ring granting the Aegis of Frost boon.,Un anneau qui accorde le bienfait Égide de givre.,Un anillo que otorga la bendición Égida de Escarcha.,Un anello che conferisce la benedizione dell'egida del gelo.,"Ein Ring, der den Segen „Frostägide“ gewährt."
,F85D36C44D1320A422ED949C5CA518B9,A ring granting the Brand of Judgement and Scorching Verdict boons.,Un anneau qui accorde les bienfaits Marque du jugement et Verdict brûlant.,Un anillo que otorga las bendiciones Marca del Juicio y Sentencia Abrasadora.,Un anello che conferisce le benedizioni del marchio del giudizio e del verdetto ardente.,"Ein Ring, der die Segen „Richtmal“ und „Sengendes Urteil“ gewährt."
,1012612444AAE9E85622678E5033C723,A ring granting the Brand of Judgement boon.,Un anneau qui accorde le bienfait Marque du jugement.,Un anillo que otorga la bendición Marca del Juicio.,Un anello che conferisce la benedizione del marchio del giudizio.,"Ein Ring, der den Segen „Richtmal“ gewährt."
,DBED97F04A0CFBFEB0B6F6B8E63E62A0,A ring granting the Chalice of Conquest and Hunter's Strike boons.,Un anneau qui accorde les bienfaits Calice de conquête et Frappe du chasseur.,Un anillo que otorga las bendiciones Cáliz de Conquista y Ataque del Cazador.,Un anello che conferisce le benedizioni del calice della conquista e del colpo del cacciatore.,"Ein Ring, der die Segen „Kelch der Eroberung“ und „Jägerschlag“ gewährt."
,D91D13FD4997C43FACD113B904008C45,A ring granting the Divine Focus and Frostbrand Seal boons.,Un anneau qui accorde les bienfaits Focalisation divine et Sceau de marque givrée.,Un anillo que otorga las bendiciones Enfoque Divino y Sello de Hielo Obscuro.,Un anello che conferisce le benedizioni della concentrazione divina e del sigillo del marchio gelato.,"Ein Ring, der die Segen „Göttlicher Fokus“ und „Frostbrandsiegel“ gewährt."
,0032A45B4292E080C24D489B1DADA140,A ring granting the Divine Focus boon.,Un anneau qui accorde le bienfait Focalisation divine.,Un anillo que otorga la bendición Enfoque Divino.,Un anello che conferisce la benedizione della concentrazione divina.,"Ein Ring, der den Segen „Göttlicher Fokus“ gewährt."
,D095AEAA4C24399642E1B693517EC246,A ring granting the Hunter's Strike boon.,Un anneau qui accorde le bienfait Frappe du chasseur.,Un anillo que otorga la bendición Ataque del Cazador.,Un anello che conferisce la benedizione del colpo del cacciatore.,"Ein Ring, der den Segen „Jägerschlag“ gewährt."
,B2EF18704A09FAC86A8238AB697F5DC7,A ring granting the Last Light,Un anneau qui accorde le bienfait Dernière lumière.,Un anillo que otorga la bendición de la Última Luz,Un anello che conferisce la benedizione Ultima luce.,"Ein Ring, der den Segen „Letztes Licht“ gewährt"
,4902B0B04B391A7DF761ABAB6C71A04C,A ring granting the Scorching Verdict boon.,Un anneau qui accorde le bienfait Verdict brûlant.,Un anillo que otorga la bendición Sentencia Abrasadora.,Un anello che conferisce la benedizione del verdetto ardente.,"Ein Ring, der den Segen „Sengendes Urteil“ gewährt."
,A73AD85D43D5C768C5287394BD36BC48,A ring granting the Seal of Flame and Scorching Verdict Boons.,Un anneau qui accorde les bienfaits Sceau de flammes et Verdict brûlant.,Un anillo que otorga las bendiciones Sello de Flamas y Sentencia Abrasadora.,Un anello che conferisce le benedizioni del sigillo della fiamma e del verdetto ardente.,"Ein Ring, der die Segen „Flammensiegel“ und „Sengendes Urteil“ gewährt."
,090988DE4045DF4D46FE9194A359B625,A ring granting the Seal of Flame and Seal of Blight boons.,Un anneau qui accorde les bienfaits Sceau de flammes et Sceau de dégradation.,Un anillo que otorga las bendiciones Sello de Flamas y Sello de la Plaga.,Un anello che conferisce le benedizioni del sigillo della fiamma e del sigillo del flagello.,"Ein Ring, der die Segen „Flammensiegel“ und „Fäulnissiegel“ gewährt."
,0BE32F8849C1BDB95335FC9C809547A3,A ring granting the Seal of Flame boon.,Un anneau qui accorde le bienfait Sceau de flammes.,Un anillo que otorga la bendición Sello de Flamas.,Un anello che conferisce la benedizione del sigillo della fiamma.,"Ein Ring, der den Segen „Flammensiegel“ gewährt."
,464C7483470D7E652D06E8850FA169E5,A ring granting the Trial by Flame and Last Light boons.,Un anneau qui accorde les bienfaits Épreuve des flammes et Dernière lumière.,Un anillo que otorga las bendiciones Juicio por Fuego y la Última Luz.,Un anello che conferisce le benedizioni della prova della fiamma e dell'ultima luce.,"Ein Ring, der die Segen „Flammenprüfung“ und „Letztes Licht“ gewährt."
,B55808C54C90C2C86FC6C4B00643C933,A ring granting the anointed instruments boon.,Un anneau qui accorde le bienfait Instruments oints.,Un anillo que otorga la bendición Instrumentos Ungidos.,Un anello che conferisce la benedizione degli strumenti consacrati.,"Ein Ring, der den Segen „Auserwählte Instrumente“ gewährt."
,07C7551C4DAEE720AFBDA79087BD61E0,A ring granting the boons of the Crimson Oath,Un anneau qui accorde les bienfaits du Serment pourpre.,Un anillo que otorga las bendiciones del Juramento Carmesí,Un anello che conferisce le benedizioni del Giuramento Cremisi,"Ein Ring, der die Segen des Purpurroten Eids gewährt."
,C959BB0741D8A7ECBD41C19526A89B0D,A ring granting the boons of the Haedrik Knight,Un anneau qui accorde les bienfaits du chevalier d’Haedrik.,Un anillo que otorga las bendiciones del Caballero de Haedrik,Un anello che conferisce le benedizioni del cavaliere Haedrik.,"Ein Ring, der die Segen des Haedrik-Ritters gewährt."
,F6B99D3D43C370765D3C27A504076B73,A ring granting the boons of the Phoenix Paladin,Un anneau qui accorde les bienfaits du paladin phénix.,Un anillo que otorga las bendiciones del Paladín del Fénix,Un anello che conferisce le benedizioni del paladino della fenice.,"Ein Ring, der die Segen des Phönix-Paladins gewährt."
,04A31C534BE3C1FDFFDE2FBE938788F4,A ring granting the chalice of conquest boon.,Un anneau qui accorde le bienfait Calice de conquête.,Un anillo que otorga la bendición Cáliz de Conquista.,Un anello che conferisce la benedizione del calice della conquista.,"Ein Ring, der den Segen „Kelch der Eroberung“ gewährt."
,8AB186C846D1C1F2CC1AB181261C1F6D,A ring granting the chalice of conquest boon.,Un anneau qui accorde le bienfait Calice de conquête.,Un anillo que otorga la bendición Cáliz de Conquista.,Un anello che conferisce la benedizione del calice della conquista.,"Ein Ring, der den Segen „Kelch der Eroberung“ gewährt."
,A702902542271498BF185D90FDFB30A0,A ring granting the crushing pressure boon.,Un anneau qui accorde le bienfait Pression écrasante.,Un anillo que otorga la bendición Presión Demoledora.,Un anello che conferisce la benedizione della pressione schiacciante.,"Ein Ring, der den Segen „Vernichtender Druck“ gewährt."
,89EDEBCE43FC126FD659A38D5E7F75AF,A ring granting the death ward boon.,Un anneau qui accorde le bienfait Protection contre la mort.,Un anillo que otorga la bendición Amparo contra la Muerte.,Un anello che conferisce la benedizione della protezione dalla morte.,"Ein Ring, der den Segen „Todeswacht“ gewährt."
,4141A61E460B7BF5F2CCFB8C1EF806CE,A ring granting the frugal instruments boon.,Un anneau qui accorde le bienfait Instruments limités.,Un anillo que otorga la bendición Instrumentos Frugales.,Un anello che conferisce la benedizione degli strumenti frugali.,"Ein Ring, der den Segen „Genügsamen Instrumente“ gewährt."
,D9FE4204475B0219898250AFDE483DE7,A ring granting the guard of grace  boon.,Un anneau qui accorde le bienfait Garde de grâce.,Un anillo que otorga la bendición Guarda de la Gracia.,Un anello che conferisce la benedizione della guardia della grazia.,"Ein Ring, der den Segen „Wächter der Gnade“ gewährt."
,7363E89C410CF477502ACCA61F972C4D,A ring granting the heavenfire burst boon.,Un anneau qui accorde le bienfait Explosion de feu céleste.,Un anillo que otorga la bendición Estallido de Fuego Celestial.,Un anello che conferisce la benedizione del fuoco celeste.,"Ein Ring, der den Segen „Himmlischer Ausbruch“ gewährt."
,E9345DAB4980B48BFC2718946AF3D131,A ring granting the longshot doctrine boon.,Un anneau qui accorde le bienfait Doctrine du pari risqué.,Un anillo que otorga la bendición Doctrina de la Incertidumbre.,Un anello che conferisce la benedizione della dottrina della distanza.,"Ein Ring, der den Segen „Doktrin des Fernschusses“ gewährt."
,28B6895B482BB8FA06AC0D9AF46B98AB,A ring granting the momentum charge boon.,Un anneau qui accorde le bienfait Charge élancée.,Un anillo que otorga la bendición Carga impulsiva.,Un anello che conferisce la benedizione della carica impetuosa.,"Ein Ring, der den Segen „Ungestümer Angriff“ gewährt."
,C80D453A4C6F33CD6383AE9528FB9C3E,A ring granting the oathbound arts boon.,Un anneau qui accorde le bienfait Arts liés aux serments.,Un anillo que otorga la bendición Artes del Juramento.,Un anello che conferisce la benedizione delle arti del giuramento.,"Ein Ring, der den Segen „Eidgebundene Künste“ gewährt."
,0031462F4DAF4C62D56F56A398EFA230,A ring granting the scorching charge boon.,Un anneau qui accorde le bienfait Charge brûlante.,Un anillo que otorga la bendición Carga Abrasadora.,Un anello che conferisce la benedizione della carica ardente.,"Ein Ring, der den Segen „Sengender Ansturm“ gewährt."
,F44BD36B44D7C6E3005CC595FAB120FD,A ring granting the scorching verdict boon.,Un anneau qui accorde le bienfait Verdict brûlant.,Un anillo que otorga la bendición Sentencia Abrasadora.,Un anello che conferisce la benedizione del verdetto ardente.,"Ein Ring, der den Segen „Sengendes Urteil“ gewährt."
,32F69EE94E6839FCB9E95090B5C6FB60,A ring granting the smite the fallen boon.,Un anneau qui accorde le bienfait Démolissage de déchus.,Un anillo que otorga la bendición Castigo a los Caídos.,Un anello che conferisce la benedizione della punizione dei caduti.,"Ein Ring, der den Segen „Richten der Gefallenen“ gewährt."
