source_term,type,count,should_translate,approved_ar,status,notes,example
Quarterly,proper_noun,2,decide,,pending,,"Quarterly intake, Block C - 47 souls, billed. 

Quarterly intake, Block D - 102 souls, bil"
Felwyl's,proper_noun,2,decide,,pending,,"Quarterly intake, Block C - 47 souls, billed. 

Quarterly intake, Block D - 102 souls, bil"
Form,proper_noun,2,decide,,pending,,Release Form
Men,proper_noun,2,decide,,pending,,"Sending 8 persons
3 Men 
5 Women
2 Men uninfected
1 partially infected
3 Women fully uninf"
Women,proper_noun,2,decide,,pending,,"Sending 8 persons
3 Men 
5 Women
2 Men uninfected
1 partially infected
3 Women fully uninf"
Additionally,proper_noun,2,decide,,pending,,"Sending 8 persons
3 Men 
5 Women
2 Men uninfected
1 partially infected
3 Women fully uninf"
However,proper_noun,2,decide,,pending,,"Siron, excuse my apparent lack of enthusiasm for our esteemed philanthropist at the gather"
Scirax,proper_noun,2,decide,,pending,,"Solomon, your absence at the gathering has aroused suspicion among the Patriarchs and Matr"
Chapel,proper_noun,2,decide,,pending,,St. Uriel's Chapel
Brothers,proper_noun,2,decide,,pending,,The Brothers
Lord of ,proper_noun,2,decide,,pending,,The Inquisition brought in someone interesting this last night. They were indeed a heretic
Specters,proper_noun,2,decide,,pending,,"The period following the establishment of the Crimson Concordat was tumultuous, as it was "
The Divine,proper_noun,2,decide,,pending,,"The time has come, Mathias. We have belayed our response long enough. The disorder and cha"
Goodbye,proper_noun,2,decide,,pending,,This is Goodbye. For now.
The Saints,proper_noun,2,decide,,pending,,"Truly, I couldn't be more impressed with our recent discoveries on the science of Soul Ene"
Wynn,proper_noun,2,decide,,pending,,"Tuesday. Botanical Studies, third hour. Eight of us, two missing — Wynn says it's the coug"
Finance Council,proper_noun,2,decide,,pending,,"Upon deliberation, the chapter's Finance Council has decided to grant Moore's request for "
Vicariate Administrative Consultant,proper_noun,2,decide,,pending,,"Upon deliberation, the chapter's Finance Council has decided to grant Moore's request for "
Sergio Von Kulkan,proper_noun,2,decide,,pending,,"Upon deliberation, the chapter's Finance Council has decided to grant Moore's request for "
None,proper_noun,2,decide,,pending,,"Vauron —

I am sending this to your townhouse, and I trust you will read it in your dressi"
Money,proper_noun,2,decide,,pending,,"Vauron —

I am sending this to your townhouse, and I trust you will read it in your dressi"
Viktyr,proper_noun,2,decide,,pending,,We're running low on provisions. No help is coming. Trapped in here with...him...Viktyr. D
Rot,proper_noun,2,decide,,pending,,"What a cruel and undeserved fate, oh beautiful E’frae. Whose green ran through the earth, "
Their,proper_noun,2,decide,,pending,,"What's reborn can be rekilled. Remember that, you fools. 

It's the cult that brought this"
Or,proper_noun,2,decide,,pending,,"What's reborn can be rekilled. Remember that, you fools. 

It's the cult that brought this"
Soul,proper_noun,2,decide,,pending,,"When Emperor Alonious of Saedrys laid down his crown before the Holy Lineage, the two part"
Holy Moonlight,proper_noun,2,decide,,pending,,"When Emperor Alonious of Saedrys laid down his crown before the Holy Lineage, the two part"
Spine,proper_noun,2,decide,,pending,,"William Crowlich — Murder x2 — Arms (2), Legs (2), Spine: ✓ all 

Vktor Hall — Heresy — To"
Third,proper_noun,2,decide,,pending,,"[First layer, careful hand] 

I have been in this box six years under the Caldwells. I mis"
Merchant Lotte Ananta,proper_noun,2,decide,,pending,,Acquire lore on the Merchant Lotte Ananta.
First District,proper_noun,2,decide,,pending,,Complete the First District.
Second District,proper_noun,2,decide,,pending,,Complete the Second District.
Third District,proper_noun,2,decide,,pending,,Complete the Third District.
Hux Pennant,proper_noun,2,decide,,pending,,Discover the fate of Hux Pennant
Magda Rooke,proper_noun,2,decide,,pending,,Discover the fate of Magda Rooke
Toby Carrick,proper_noun,2,decide,,pending,,Discover the fate of Toby Carrick.
Fallen Crusaders,proper_noun,2,decide,,pending,,Find the Crescent Tags of the Fallen Crusaders.
Undead Woman,proper_noun,2,decide,,pending,,Find the ring for the Undead Woman.
Aleria Hawthorne,proper_noun,2,decide,,pending,,Search Shoreditch Prison for information regarding Aleria Hawthorne.
Aleria's,proper_noun,2,decide,,pending,,Tell Lotte the news about Aleria's escape.
Updated,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Mobile,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Our Disclosure,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Personal Data,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Product,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Communications,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Control,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Google Analytics,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Finally,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Discord,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Targeted,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Canada,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Further,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
California,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Do Not Sell,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
California Customers,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
European Commission,proper_noun,2,decide,,pending,,"Last Updated: February 3, 2026

Your privacy is important to us. This Privacy Statement (“"
Out Procedures,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
License,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Nintendo,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Nintendo Purchase,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Subscription Terms,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Users,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Purchase,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Sony Interactive Entertainment America,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Sony Interactive Entertainment Network,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Europe Limited,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Restrictions,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Device,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Microsoft,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Warranty,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Representatives,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Liability,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Export,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Department's,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Specially Designated Nationals,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Commerce Denied Person's List,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Entity List,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Compliance,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Effective Date,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Terms,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Modifications,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Federal Arbitration Act,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Rules,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Severability,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Opt Out Procedures,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
State of Delaware,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Tarrant County,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Texas,proper_noun,2,decide,,pending,,YOU MUST BE OVER THE AGE OF 18 YEARS OR THE AGE OF MAJORITY IN THE COUNTRY OR STATE IN WHI
Friends,proper_noun,2,decide,,pending,,Add Friends
Ruin of Kingdoms,proper_noun,2,decide,,pending,,Corroded Ruin of Kingdoms
Pagan Artifacts,proper_noun,2,decide,,pending,,Find Pagan Artifacts for the Librarian
Walltower,proper_noun,2,decide,,pending,,"Forge a weapon from the Soul Energy of E'frae The Dry Rot King. Search Forsaken Streets, R"
Mereda's,proper_noun,2,decide,,pending,,Learn about Mereda's past.
Cipher,proper_noun,2,decide,,pending,,Mereda is convinced that the document you found her has a secret message encrypted in its 
Topic,proper_noun,2,decide,,pending,,Quest Topic
Eye of The Abyss,proper_noun,2,decide,,pending,,The Eye of The Abyss
Last Altered Ledger,proper_noun,2,decide,,pending,,The Last Altered Ledger
Covenant Clerics,proper_noun,2,decide,,pending,,"A heater shield carried by Covenant Clerics, the warrior-priests of the Crusader corps.

T"
Stagkin,proper_noun,2,decide,,pending,,"A shield of woven antler and root, knotted by the Stagkin in better times.

Their god has "
The Revenant,proper_noun,2,decide,,pending,,"An accursed shield, once thought to be lost to legend.

The Revenant of Gildeus haunted de"
Champions,proper_noun,2,decide,,pending,,"Shield forged for Champions. Nephilim heroes from the Armaean citystate of Litinstang.

Th"
Divine Throne,proper_noun,2,decide,,pending,,"The Lunar Sentinels harken to a time before Lunarin's ascendance to the Divine Throne.

An"
BoonName,proper_noun,2,decide,,pending,,A ring granting the {BoonName} boon.
Angelic Strength,proper_noun,2,decide,,pending,,Amulet of Angelic Strength
Cleansing Pestilence,proper_noun,2,decide,,pending,,Amulet of Cleansing Pestilence
Crusader's Frost,proper_noun,2,decide,,pending,,Amulet of Crusader's Frost
Crusader's Might,proper_noun,2,decide,,pending,,Amulet of Crusader's Might
Divine Mandate,proper_noun,2,decide,,pending,,Amulet of Divine Mandate
Purging Fire,proper_noun,2,decide,,pending,,Amulet of Purging Fire
Reaper's Respite,proper_noun,2,decide,,pending,,Amulet of Reaper's Respite
Guardian Angel,proper_noun,2,decide,,pending,,Amulet of the Guardian Angel
Vow of Retribution,proper_noun,2,decide,,pending,,Amulet of the Vow of Retribution
Cut,proper_noun,2,decide,,pending,,Cruelest Cut
Helden Steppes,proper_noun,2,decide,,pending,,"Grants the Death Ward boon.

This gilded phylactory was found in a looted long barrow in t"
Relict of Recovery,proper_noun,2,decide,,pending,,"Grants the Font of Light boon.

Long have there been legends of ancient relicts, used by t"
Frozen Vow,proper_noun,2,decide,,pending,,Grants the Frozen Vow boon
Judgment of Winter,proper_noun,2,decide,,pending,,Grants the Judgment of Winter boon
Sanctified Rhythm,proper_noun,2,decide,,pending,,Grants the Sanctified Rhythm boon
Sanguine Strike,proper_noun,2,decide,,pending,,Grants the Sanguine Strike boon
Sunfire Aegis,proper_noun,2,decide,,pending,,Grants the Sunfire Aegis boon
Toxic Strike,proper_noun,2,decide,,pending,,Grants the Toxic Strike boon
Equipment,proper_noun,2,decide,,pending,,Buy Equipment
World Boss,proper_noun,2,decide,,pending,,Enter Gildenarch and battle through random districts to reach the World Boss and acquire a
Gilded Ward,proper_noun,2,decide,,pending,,"In the northernmost section of Gildenarch lies the city's Gilded Ward. Where mighty walls,"
Modifiers,proper_noun,2,decide,,pending,,Mission Modifiers
Lore Scrolls Found,proper_noun,2,decide,,pending,,X of 10 Lore Scrolls Found.
Crushing,proper_noun,2,decide,,pending,,Blast forward with your shield and deal Crushing damage.
Magic,proper_noun,2,decide,,pending,,Fires projectiles in all directions dealing Magic damage and knocking away enemies.
Blast,proper_noun,2,decide,,pending,,Purifying Blast
Sanctus Pyre,proper_noun,2,decide,,pending,,"A Sanctus Pyre, its blade hacked to a charred spike and the wielder presumably with it.

T"
Although,proper_noun,2,decide,,pending,,"A corrupted blade forged from the bones of an ancient beast.

The tragic corruption of the"
Solomon's,proper_noun,2,decide,,pending,,"A long ceremonial staff carried by Cardinals of the Lunitarian Church, hafted for both rit"
Broadsword,proper_noun,2,decide,,pending,,Fiery Broadsword
PlayerName,proper_noun,2,decide,,pending,,{PlayerName} joined the lobby.
MonsterAccount,proper_noun,2,decide,,pending,,No MonsterAccount for this player
Rams-horn,proper_noun,2,decide,,pending,,It appears Rams-horn is well fortified.
Hellrfits,proper_noun,2,decide,,pending,,Keep an eye out for any Hellrfits.
Valahk-Nor,proper_noun,2,decide,,pending,,Take pleasure in the opportunity to slay Valahk-Nor once more!
Captain's,proper_noun,2,decide,,pending,,The Captain's dead.
Cathedral's,proper_noun,2,decide,,pending,,The Cathedral's new inhabitants seek to send a message.
Archbishop's,proper_noun,2,decide,,pending,,"The concentration of soul energy stems from Archbishop's offices,"
Archives,proper_noun,2,decide,,pending,,These Archives are known to house some of the
Pack,proper_noun,2,decide,,pending,,By Vodor and Pack in the sky!
Karsivites,proper_noun,2,decide,,pending,,Dragon bones were highly sought after by Karsivites.
Lady Vodor,proper_noun,2,decide,,pending,,Gajov owes Lady Vodor.
Cardinal's,proper_noun,2,decide,,pending,,Gajov seen many clergy fall victim to vampirism. Many by his own fangs. Hmm. The Cardinal'
Throne of Flesh,proper_noun,2,decide,,pending,,I've seen him resting upon a Throne of Flesh and Bone.
Flower Folk,proper_noun,2,decide,,pending,,Started with them Flower Folk.
Chruch,proper_noun,2,decide,,pending,,"I may be damned, but you have potential to save us all. Show the Chruch that there is noth"
Dogma of Two Souls,proper_noun,2,decide,,pending,,The Lunitarians feared the Nephilim. Thus we shackled your souls and brainwashed your kind
Nachstahl Steel,proper_noun,2,decide,,pending,,"Before Nachstahl Steel took over,"
Caldewels,proper_noun,2,decide,,pending,,"Had a habit of finding myself in this box. Before Nachstahl Steel took over, back when thi"
Stone,proper_noun,2,decide,,pending,,Excellent work Paladin! Now it's onto the... Is everything alright? You seem... disturbed.
First Stone,proper_noun,2,decide,,pending,,The First Stone is secured.
GildedWard,proper_noun,2,decide,,pending,,The GildedWard.
Legions of Angels,proper_noun,2,decide,,pending,,And he so rests upon the Throne commanding Legions of Angels in service of man's potential
Dragon's Fire,proper_noun,2,decide,,pending,,And he so rests upon the Throne commanding Legions of Angels in service of man's potential
Fallen Lords,proper_noun,2,decide,,pending,,"For the Dead Gods cry, and the Fallen Lords lie."
Faith's,proper_noun,2,decide,,pending,,I am told this is the Order's business and not the Faith's.
Crusade,proper_noun,2,decide,,pending,,I served as a novice under Gallant's command in the last days of the Crusade.
Sunday,proper_noun,2,decide,,pending,,The Commander knelt in chapel last Sunday.
Commander's,proper_noun,2,decide,,pending,,The Knight is much in the Commander's company.
Killed,proper_noun,2,decide,,pending,,...Killed you? Terribly sorry dear. Sorry indeed.
Cain's Crusade,proper_noun,2,decide,,pending,,After Cain's Crusade 
Aemar River,proper_noun,2,decide,,pending,,"Ah... scrolls from the Southern Ward. The oldest quarter of Gildeus, settled long ago alon"
The Lost Epistles,proper_noun,2,decide,,pending,,"Ahh, The Lost Epistles of the Grey Prophet. Hmm."
Grey Prophet,proper_noun,2,decide,,pending,,"Ahh, The Lost Epistles of the Grey Prophet. Hmm."
Lord Cain,proper_noun,2,decide,,pending,,An age that ended when fell Lord Cain
Valkiel,proper_noun,2,decide,,pending,,"Belonged to Valkiel,"
Golden Age,proper_noun,2,decide,,pending,,"Long ago, we lived under a Golden Age."
Crypt,proper_noun,2,decide,,pending,,One in the Cathedral. One in the Crypt.
Desolation,proper_noun,2,decide,,pending,,What am I reading? You're curious for a Nephilim. 'Tis a story about the Infernal Legion. 
Lotte'd,proper_noun,2,decide,,pending,,First Abraxas Stone in the bag. Ol' Lotte'd pay good coin to get his hands on a rock like 
Chap,proper_noun,2,decide,,pending,,"Hey Chap,"
Ol,proper_noun,2,decide,,pending,,"Hey Chap, you’ve done me a nice turn with that Locket. Perhaps I’ll trouble you again? I w"
Aleria Hawthorn,proper_noun,2,decide,,pending,,In Shoreditch there should be some information on where a woman named Aleria Hawthorn was 
Toffs Elk Grove,proper_noun,2,decide,,pending,,Its Rumor is some Toffs Elk Grove last had it.
Hellrifts,proper_noun,2,decide,,pending,,"Spendin' a lot of time in Hellrifts,"
Archspire-grade,proper_noun,2,decide,,pending,,That's Archspire-grade work right there.
Well,proper_noun,2,decide,,pending,,(laughs) Well done!
The Dead Gods Cry,proper_noun,2,decide,,pending,,For The Dead Gods Cry and the Fallen Lords Lie.
Fallen Lords Lie,proper_noun,2,decide,,pending,,For The Dead Gods Cry and the Fallen Lords Lie.
Saint Uriel,proper_noun,2,decide,,pending,,I know the Church's secrets well because I was once a member of the cloth long ago. I was 
Kind,proper_noun,2,decide,,pending,,I know the Church's secrets well because I was once a member of the cloth long ago. I was 
Virtue,proper_noun,2,decide,,pending,,I know the Church's secrets well because I was once a member of the cloth long ago. I was 
Deliliah,proper_noun,2,decide,,pending,,My faith died on the pyre with my dearest Deliliah.
Suffering of Two Souls,proper_noun,2,decide,,pending,,The Suffering of Two Souls.
Greaves,mechanic,53,translate,,pending,,
Helmet,mechanic,50,translate,,pending,,
Gauntlets,mechanic,49,translate,,pending,,
Divine,mechanic,48,translate,,pending,,
Mana,mechanic,47,translate,,pending,,
Cuirass,mechanic,46,translate,,pending,,
Stamina,mechanic,42,translate,,pending,,
Parry,mechanic,35,translate,,pending,,
Bounty,mechanic,34,translate,,pending,,
Weapon Art,mechanic,32,translate,,pending,,
Mission,mechanic,31,translate,,pending,,
Heavy Attack,mechanic,26,translate,,pending,,
Angelic Grace,mechanic,24,translate,,pending,,
Angel Ascension,mechanic,23,translate,,pending,,
Nexus Gate,mechanic,22,translate,,pending,,
War Table,mechanic,22,translate,,pending,,
Light Attack,mechanic,21,translate,,pending,,
Holy,mechanic,20,translate,,pending,,
Loadout,mechanic,14,translate,,pending,,
Abraxas Stone,mechanic,14,translate,,pending,,
Max Health,mechanic,13,translate,,pending,,
Hellgrowth,mechanic,12,translate,,pending,,
Skulls,mechanic,12,translate,,pending,,
Soul Energy,mechanic,12,translate,,pending,,
Boon,mechanic,10,translate,,pending,,
Dodge,mechanic,10,translate,,pending,,
Boons,mechanic,9,translate,,pending,,
Corruption,mechanic,8,translate,,pending,,
Hellrift,mechanic,8,translate,,pending,,
Weapon Arts,mechanic,8,translate,,pending,,
Purified,mechanic,7,translate,,pending,,
Abraxas Stones,mechanic,7,translate,,pending,,
Grace,mechanic,6,translate,,pending,,
Trinket,mechanic,6,translate,,pending,,
Sigils,mechanic,5,translate,,pending,,
Sigil,mechanic,5,translate,,pending,,
Purify,mechanic,4,translate,,pending,,
Infernal Energy,mechanic,4,translate,,pending,,
Angel Sense,mechanic,3,translate,,pending,,
Bounties,mechanic,3,translate,,pending,,
Trinkets,mechanic,3,translate,,pending,,
Aether,mechanic,1,translate,,pending,,
Purifier,mechanic,1,translate,,pending,,
Excursion,mechanic,1,translate,,pending,,
Skull,mechanic,1,translate,,pending,,
Purifying,mechanic,1,translate,,pending,,
